temperature_deg,weather,rainfall_mm,river_level_m,wind_kmph,soil_moisture,past_floods,risk_level
18.2,Stormy,48.8,1.92,66.1,47.2,0,Severe
29.9,Sunny,347.1,6.76,19.1,59.5,4,High
16.9,Sunny,21.5,9.7,107.7,49.4,2,High
18.9,Windy,383.0,13.35,77.8,23.9,4,Severe
28.1,Cloudy,74.4,0.95,102.3,22.0,2,High
15.9,Rainy,327.0,11.51,20.1,13.7,3,High
36.7,Sunny,484.3,2.64,108.7,46.4,0,Severe
28.2,Windy,450.3,0.85,104.3,49.2,1,Severe
35.3,Windy,360.5,5.34,16.2,43.6,4,High
19.6,Windy,194.8,6.1,58.1,79.0,2,Medium
44.4,Cloudy,233.9,14.02,8.3,11.6,3,Severe
41.6,Sunny,209.8,0.52,129.3,7.3,5,Severe
39.5,Windy,290.0,3.35,73.7,90.1,0,High
15.6,Cloudy,499.2,2.06,113.7,72.7,1,Severe
37.6,Windy,271.4,11.1,94.1,20.3,1,High
27.9,Windy,31.4,12.2,50.4,9.1,1,Severe
24.6,Stormy,240.3,11.76,139.7,73.5,2,Severe
44.6,Cloudy,471.0,2.29,78.7,72.3,2,Severe
41.4,Rainy,247.7,5.26,14.2,28.5,0,Medium
40.1,Sunny,148.9,11.25,41.0,73.4,1,High
19.2,Rainy,128.5,7.93,78.2,0.8,5,Medium
36.5,Stormy,181.3,8.75,64.6,97.6,0,Severe
27.8,Windy,32.9,12.13,82.7,8.4,1,Severe
18.3,Stormy,160.6,6.37,67.0,85.7,0,Severe
15.1,Stormy,300.4,14.72,56.6,35.9,0,Severe
40.7,Rainy,236.5,12.17,110.2,10.3,2,Severe
42.1,Cloudy,221.6,14.91,9.4,86.2,0,Severe
36.5,Windy,34.8,8.04,78.0,91.7,2,High
26.4,Sunny,498.4,6.6,119.3,44.1,0,Severe
37.9,Rainy,26.7,5.64,103.3,2.1,3,High
33.9,Windy,156.3,10.97,107.0,66.4,3,High
34.2,Windy,381.0,11.17,79.4,18.8,3,High
44.6,Stormy,431.9,6.1,96.2,71.4,2,Severe
23.9,Windy,280.4,5.41,79.6,17.3,1,High
24.1,Windy,111.3,14.85,43.6,77.1,1,Severe
40.8,Rainy,258.4,7.34,49.6,94.0,3,High
39.2,Cloudy,488.7,0.89,89.0,45.8,0,Severe
42.6,Windy,373.8,3.07,64.2,64.5,3,High
31.9,Cloudy,70.6,11.34,91.6,16.0,2,High
44.4,Rainy,106.7,13.55,66.3,36.8,3,Severe
31.5,Windy,314.3,13.78,102.1,70.2,0,Severe
43.6,Stormy,59.1,11.0,0.4,82.3,0,Severe
19.6,Stormy,135.9,0.36,84.5,21.4,2,Severe
25.8,Stormy,36.2,5.99,23.4,84.3,1,Severe
41.4,Cloudy,196.3,4.98,99.8,54.9,5,High
43.3,Windy,17.9,14.69,83.9,68.4,5,Severe
29.6,Windy,110.8,10.71,110.1,19.0,1,High
32.1,Stormy,375.2,2.04,50.8,79.3,4,Severe
21.7,Stormy,433.3,14.82,3.3,97.0,0,Severe
38.7,Cloudy,106.8,5.07,107.6,28.0,5,High
39.8,Stormy,162.4,2.84,45.8,17.4,1,Severe
42.2,Windy,259.3,6.63,48.6,48.4,4,High
19.5,Stormy,245.4,8.44,102.2,78.3,4,Severe
26.9,Stormy,465.0,5.57,74.8,4.1,2,Severe
30.9,Sunny,27.8,12.4,80.2,45.5,0,Severe
34.9,Sunny,316.1,8.1,14.4,51.9,0,High
41.7,Sunny,373.6,0.59,127.5,8.6,5,Severe
22.9,Sunny,473.1,12.13,31.8,34.8,1,Severe
26.6,Stormy,372.4,11.35,140.2,16.7,0,Severe
18.0,Windy,456.3,8.18,9.5,20.4,0,Severe
22.0,Windy,61.2,10.26,62.6,90.5,5,High
15.3,Stormy,459.1,12.57,143.5,88.5,1,Severe
34.7,Sunny,328.0,9.21,65.7,5.2,3,High
38.1,Stormy,4.1,7.35,121.9,28.4,4,Severe
26.9,Rainy,446.2,11.83,29.0,44.3,5,Severe
26.3,Windy,223.7,3.84,130.4,62.0,4,Severe
44.8,Stormy,179.7,4.92,9.6,11.7,5,Severe
24.5,Rainy,213.3,13.42,145.4,13.9,1,Severe
23.8,Windy,256.2,5.68,29.0,64.6,5,High
40.0,Windy,183.7,2.86,63.4,79.7,2,Medium
38.8,Sunny,236.4,8.31,15.0,62.5,0,High
32.8,Stormy,19.1,14.37,85.8,51.5,3,Severe
43.6,Rainy,300.9,13.24,76.3,79.9,5,Severe
18.8,Sunny,75.0,6.61,75.3,83.8,2,Medium
23.6,Rainy,388.4,4.17,94.7,87.9,3,High
27.3,Rainy,132.8,7.2,107.9,70.1,3,High
18.2,Stormy,424.5,4.89,27.4,65.9,3,Severe
17.6,Sunny,239.6,6.18,7.1,23.2,5,Medium
21.5,Rainy,80.5,7.31,99.1,83.0,1,High
33.2,Windy,326.5,4.14,33.5,79.7,0,High
18.5,Windy,172.9,11.71,26.9,67.7,2,High
34.7,Windy,317.5,5.19,65.8,39.1,2,High
20.6,Windy,25.7,4.99,73.0,22.0,0,Low
39.7,Windy,112.7,6.5,15.1,33.1,0,Medium
16.6,Stormy,180.9,10.52,62.6,33.2,0,Severe
36.0,Stormy,360.5,13.18,118.2,5.4,2,Severe
33.9,Windy,122.3,13.25,100.0,21.2,4,Severe
16.2,Windy,49.4,10.66,37.7,41.1,0,High
39.5,Cloudy,371.9,2.06,95.7,32.2,2,High
17.4,Cloudy,333.8,14.87,98.0,37.7,1,Severe
18.7,Windy,188.1,7.77,9.2,82.6,2,Medium
29.2,Stormy,78.8,3.26,134.4,43.5,5,Severe
20.1,Cloudy,448.4,7.73,109.6,40.5,3,Severe
33.6,Stormy,89.5,2.99,25.4,69.5,4,Severe
20.5,Sunny,220.1,2.2,52.0,60.3,5,Medium
40.9,Stormy,359.5,10.71,117.0,40.8,1,Severe
41.3,Windy,129.1,14.28,98.3,43.2,2,Severe
15.5,Stormy,247.0,3.21,81.6,80.6,4,Severe
33.4,Cloudy,207.8,7.75,148.5,34.2,3,Severe
41.4,Cloudy,196.4,3.99,80.1,77.5,1,High
44.4,Sunny,382.0,7.16,7.4,9.5,2,High
28.3,Windy,397.8,7.72,19.8,52.8,0,High
15.3,Windy,68.3,2.4,127.1,11.4,2,Severe
23.3,Sunny,286.3,13.08,28.9,43.1,5,Severe
40.8,Rainy,454.1,13.26,83.6,31.3,5,Severe
31.4,Windy,57.9,12.06,90.7,40.1,2,Severe
21.7,Sunny,298.7,8.45,71.5,58.6,1,High
15.4,Windy,62.9,8.63,36.6,62.0,5,High
28.0,Sunny,82.7,13.14,112.9,88.0,5,Severe
36.5,Rainy,372.1,6.73,146.1,94.0,3,Severe
35.6,Sunny,48.0,0.85,71.5,56.6,0,Low
44.1,Cloudy,315.2,7.44,41.1,65.7,3,High
18.7,Stormy,115.5,4.63,84.0,85.1,3,Severe
38.1,Rainy,250.0,4.98,62.4,63.2,2,Medium
19.6,Sunny,184.1,4.64,49.3,12.8,3,Medium
29.3,Cloudy,409.4,2.48,71.0,65.6,1,Severe
24.5,Rainy,25.6,8.1,16.3,94.5,0,High
38.4,Sunny,352.9,11.0,58.3,14.7,3,High
28.7,Rainy,386.2,0.69,103.8,13.5,4,High
30.6,Cloudy,371.8,7.94,95.6,44.2,5,High
42.7,Cloudy,215.6,10.5,34.9,43.8,5,High
31.0,Stormy,358.5,4.59,55.5,10.4,3,Severe
44.3,Rainy,401.4,3.66,148.2,22.1,3,Severe
35.3,Sunny,315.4,12.24,52.5,32.6,4,Severe
44.2,Stormy,160.2,3.31,47.1,11.1,4,Severe
37.4,Windy,27.9,7.33,51.2,54.0,5,Medium
37.2,Cloudy,285.7,4.95,37.5,40.9,5,High
44.5,Windy,90.6,14.22,137.3,36.1,2,Severe
29.6,Cloudy,195.5,12.73,117.0,43.0,5,Severe
37.8,Stormy,88.4,0.04,148.4,90.9,3,Severe
24.6,Cloudy,39.9,2.15,98.1,47.8,2,High
40.3,Stormy,13.4,2.1,67.2,29.5,4,Severe
16.6,Sunny,484.8,0.04,38.4,58.2,2,Severe
21.4,Sunny,436.0,12.36,25.2,24.3,2,Severe
41.3,Rainy,205.2,5.85,31.9,56.2,1,Medium
39.6,Stormy,495.7,11.87,146.2,73.0,0,Severe
26.0,Stormy,434.3,14.21,17.4,10.9,2,Severe
22.9,Windy,342.9,13.17,93.8,0.5,4,Severe
32.4,Stormy,22.9,12.68,112.2,54.7,2,Severe
30.7,Stormy,199.5,2.82,38.3,4.4,0,Severe
15.9,Rainy,376.1,12.66,37.4,77.9,2,Severe
26.6,Sunny,351.8,3.9,130.0,3.5,2,Severe
30.1,Stormy,448.1,14.4,92.9,31.3,3,Severe
36.6,Sunny,19.8,14.78,29.5,61.5,5,Severe
22.6,Windy,380.1,7.31,106.7,24.5,3,High
28.9,Sunny,426.6,10.16,81.2,90.6,5,Severe
39.3,Rainy,228.4,7.39,146.9,42.3,1,Severe
34.4,Sunny,473.8,4.01,125.5,37.5,3,Severe
16.9,Windy,335.7,8.63,42.9,33.2,4,High
28.5,Windy,452.8,12.88,60.6,51.8,3,Severe
18.9,Sunny,397.9,0.35,145.5,65.4,0,Severe
34.8,Cloudy,267.7,13.91,98.4,5.4,3,Severe
16.2,Windy,415.0,11.25,135.2,45.2,2,Severe
41.4,Sunny,296.5,12.05,140.4,35.5,3,Severe
21.8,Sunny,425.9,11.23,93.8,34.8,3,Severe
22.3,Sunny,25.8,3.06,125.6,43.4,5,Severe
20.9,Cloudy,334.7,14.09,96.6,5.5,4,Severe
22.5,Rainy,81.8,8.95,59.3,36.6,1,High
26.2,Rainy,312.7,11.44,3.4,72.1,0,High
18.9,Sunny,327.1,4.07,73.5,62.2,1,High
33.8,Cloudy,219.2,14.1,114.2,72.0,3,Severe
18.2,Windy,1.0,14.19,93.2,99.7,4,Severe
44.8,Sunny,417.1,6.42,34.1,25.7,1,Severe
30.1,Windy,72.6,2.53,23.8,25.0,0,Low
21.8,Windy,71.5,4.04,109.0,35.0,1,High
35.3,Rainy,183.9,13.87,126.7,48.0,2,Severe
31.3,Rainy,96.9,3.29,86.8,48.7,3,High
32.5,Stormy,381.3,8.33,13.9,51.3,2,Severe
43.9,Cloudy,369.3,3.86,109.1,16.2,5,High
22.8,Windy,314.1,8.73,98.1,91.9,0,High
24.2,Stormy,433.9,8.89,27.5,63.1,4,Severe
19.8,Sunny,324.7,12.45,56.5,27.0,2,Severe
32.1,Windy,488.5,3.23,25.6,63.0,3,Severe
22.8,Rainy,346.9,13.34,136.8,99.4,5,Severe
18.6,Sunny,169.0,0.79,83.6,76.2,4,High
42.6,Sunny,39.1,14.67,62.9,62.3,2,Severe
31.2,Stormy,238.6,12.1,37.3,67.5,5,Severe
16.7,Rainy,338.5,11.68,76.4,26.1,2,High
28.5,Rainy,231.6,0.7,137.9,67.3,4,Severe
42.3,Rainy,30.5,7.95,101.2,16.5,5,High
42.1,Stormy,404.0,1.85,86.3,98.3,0,Severe
30.3,Windy,135.1,12.62,65.7,7.0,0,Severe
21.4,Cloudy,262.6,14.91,84.7,32.8,5,Severe
26.4,Sunny,140.6,14.59,142.5,40.3,5,Severe
23.3,Stormy,149.4,3.17,2.7,60.7,0,Severe
27.3,Sunny,305.0,3.43,101.9,28.5,4,High
20.0,Windy,132.8,12.32,33.3,91.6,1,Severe
37.8,Cloudy,336.6,12.39,39.2,96.5,1,Severe
22.3,Rainy,260.6,2.75,50.0,65.4,4,High
37.7,Cloudy,457.9,1.01,94.7,8.0,3,Severe
36.1,Sunny,135.9,6.92,67.0,26.3,4,Medium
41.4,Rainy,186.9,4.41,147.6,66.2,4,Severe
42.3,Rainy,129.4,9.91,27.0,16.2,1,High
23.3,Rainy,58.6,10.51,129.9,38.6,5,Severe
16.3,Stormy,381.1,12.32,59.3,30.4,5,Severe
30.3,Sunny,218.6,2.83,137.8,94.6,4,Severe
39.3,Windy,93.6,5.4,147.8,75.7,4,Severe
23.5,Cloudy,153.7,10.88,129.2,71.1,3,Severe
18.8,Rainy,173.7,3.93,149.0,98.2,5,Severe
31.9,Cloudy,311.9,10.95,134.9,77.4,1,Severe
23.2,Windy,350.3,0.98,58.4,69.4,3,High
28.3,Sunny,3.8,5.97,82.7,97.5,5,High
45.0,Rainy,268.4,7.88,77.8,65.6,1,High
29.9,Rainy,416.5,12.54,3.9,10.5,4,Severe
36.1,Cloudy,469.6,9.84,140.4,22.9,0,Severe
44.1,Rainy,277.6,10.3,102.0,13.6,2,High
42.1,Windy,37.7,12.6,35.3,8.5,3,Severe
36.5,Rainy,391.4,10.85,25.3,62.6,1,High
24.0,Windy,337.4,9.85,92.2,75.8,5,High
15.0,Rainy,424.7,8.65,50.3,2.0,4,Severe
28.5,Stormy,232.6,0.84,99.6,56.3,3,Severe
34.7,Cloudy,483.5,14.25,24.1,66.8,1,Severe
34.8,Cloudy,452.2,6.23,130.4,2.3,1,Severe
33.9,Sunny,350.2,10.05,51.3,29.4,3,High
39.8,Stormy,63.0,3.17,61.7,23.0,1,Severe
19.9,Cloudy,294.2,1.12,134.3,20.7,1,Severe
35.1,Rainy,485.7,6.59,53.4,86.8,4,Severe
28.2,Cloudy,361.6,10.12,40.9,67.9,4,High
27.8,Cloudy,169.0,3.45,8.7,98.1,0,Medium
19.4,Windy,390.7,4.42,12.2,6.6,5,High
36.9,Sunny,403.6,12.23,59.3,41.9,2,Severe
37.4,Rainy,411.7,4.23,45.7,32.3,1,Severe
15.6,Cloudy,333.5,11.05,24.0,28.5,4,High
15.1,Rainy,435.9,14.32,114.1,24.1,2,Severe
44.9,Windy,176.3,12.81,111.6,47.3,4,Severe
42.7,Windy,57.8,10.05,24.8,92.5,0,High
19.5,Rainy,184.5,10.93,79.3,28.9,1,High
36.1,Windy,457.9,14.49,71.5,57.7,4,Severe
25.1,Cloudy,100.8,8.99,74.3,66.8,2,High
37.5,Stormy,38.1,9.24,118.4,86.1,2,Severe
27.7,Sunny,57.1,13.47,94.1,40.6,3,Severe
30.2,Cloudy,211.8,14.35,2.8,5.8,1,Severe
25.5,Rainy,300.1,0.85,16.5,3.0,0,High
15.2,Stormy,116.9,9.21,147.0,13.7,3,Severe
24.2,Sunny,417.8,8.28,95.8,17.4,0,Severe
37.1,Rainy,325.9,10.62,136.0,63.8,5,Severe
22.9,Stormy,443.3,2.93,72.6,37.0,5,Severe
31.3,Cloudy,442.0,8.23,41.8,4.3,3,Severe
25.1,Cloudy,426.9,10.76,4.2,76.1,4,Severe
39.2,Windy,450.4,8.46,60.3,68.9,4,Severe
20.0,Stormy,223.1,0.8,105.7,88.4,4,Severe
15.5,Rainy,89.1,13.82,56.4,87.6,4,Severe
21.1,Windy,78.1,3.69,116.9,16.5,3,High
29.7,Windy,274.0,7.63,99.6,98.4,1,High
22.2,Stormy,483.1,12.36,2.2,39.2,4,Severe
21.5,Stormy,114.5,0.4,1.2,82.7,5,Severe
27.3,Sunny,193.5,4.22,64.9,72.5,4,Medium
38.6,Windy,11.8,9.24,10.2,54.0,4,High
23.6,Stormy,46.4,7.57,100.8,27.0,1,Severe
40.5,Rainy,63.7,7.16,4.2,36.8,0,Medium
24.4,Rainy,22.1,1.01,120.9,38.1,4,Severe
39.5,Stormy,343.6,6.17,34.0,40.7,3,Severe
41.3,Windy,118.6,7.84,77.9,72.8,3,Medium
21.0,Windy,486.4,9.21,10.9,13.2,0,Severe
24.1,Windy,393.6,5.05,84.5,22.4,5,High
28.7,Windy,364.9,13.11,125.1,55.2,5,Severe
33.5,Windy,415.7,9.56,87.1,18.5,3,Severe
18.2,Cloudy,47.0,11.48,98.9,6.3,0,High
20.2,Rainy,64.7,7.26,101.0,55.4,0,High
40.6,Sunny,291.3,7.57,146.0,45.6,3,Severe
23.9,Windy,173.7,0.39,121.3,20.3,1,Severe
43.6,Rainy,163.8,8.34,147.7,24.1,3,Severe
34.0,Windy,287.7,3.03,140.2,19.9,0,Severe
29.4,Windy,462.1,1.63,4.4,86.1,5,Severe
33.9,Cloudy,269.1,11.46,87.5,65.8,5,High
31.7,Windy,21.3,12.94,109.0,65.7,2,Severe
22.0,Sunny,425.2,4.17,95.7,10.3,1,Severe
36.2,Stormy,164.9,4.6,98.9,22.0,4,Severe
31.2,Cloudy,428.4,13.3,75.0,28.7,0,Severe
32.9,Cloudy,493.3,2.03,44.5,33.5,5,Severe
35.6,Windy,103.6,8.12,8.1,87.1,4,High
25.1,Sunny,274.7,5.16,123.1,62.1,1,Severe
15.2,Windy,295.3,4.73,120.4,14.3,5,Severe
43.9,Stormy,120.0,10.04,41.6,13.7,0,Severe
42.0,Stormy,213.4,14.32,133.0,35.3,4,Severe
29.2,Stormy,212.7,5.09,80.6,39.9,4,Severe
38.3,Windy,294.3,9.78,36.2,96.4,3,High
32.0,Windy,22.4,15.0,39.4,10.8,1,Severe
17.6,Rainy,164.8,13.45,38.3,48.8,5,Severe
39.5,Stormy,120.8,8.56,131.6,82.3,4,Severe
35.1,Stormy,255.8,14.52,141.2,44.4,0,Severe
19.1,Stormy,112.9,11.17,63.3,45.7,3,Severe
34.3,Rainy,268.8,0.73,82.1,87.6,4,High
25.9,Stormy,295.1,10.58,50.4,63.1,3,Severe
33.3,Rainy,341.8,3.98,105.8,92.1,2,High
40.1,Cloudy,375.5,3.65,132.1,13.6,1,Severe
37.7,Sunny,363.7,12.89,135.6,12.9,4,Severe
21.9,Windy,261.7,13.55,15.7,23.5,2,Severe
22.2,Sunny,31.8,8.53,63.5,65.7,1,High
20.2,Sunny,475.8,12.5,5.1,3.8,3,Severe
43.4,Windy,14.5,0.2,93.9,29.3,2,High
24.8,Stormy,162.3,7.29,60.5,95.3,2,Severe
30.9,Rainy,356.7,11.61,60.9,4.2,2,High
27.7,Windy,67.4,14.44,13.9,5.5,4,Severe
24.7,Rainy,46.6,7.19,43.0,48.5,2,Medium
38.3,Rainy,331.0,12.25,29.7,62.0,0,Severe
43.3,Sunny,333.7,5.57,118.6,56.4,2,High
25.9,Stormy,120.3,3.97,64.1,36.8,3,Severe
32.9,Stormy,100.2,9.4,40.0,8.5,1,Severe
26.8,Windy,398.3,7.56,72.7,62.0,2,High
29.8,Windy,268.0,7.08,89.8,33.8,3,High
26.8,Windy,178.5,7.6,52.1,45.3,5,Medium
21.6,Stormy,475.6,11.53,120.9,21.1,1,Severe
32.2,Windy,426.8,3.66,144.9,47.0,4,Severe
26.3,Rainy,289.8,6.09,120.8,69.5,0,Severe
19.1,Rainy,495.3,12.88,4.5,35.5,2,Severe
26.7,Sunny,201.2,1.93,85.2,82.7,0,High
30.6,Windy,53.0,2.41,142.9,82.9,4,Severe
29.2,Windy,480.6,10.21,147.6,23.4,5,Severe
44.2,Cloudy,138.7,14.59,118.5,10.8,5,Severe
29.9,Sunny,368.7,7.61,93.1,80.1,3,High
36.8,Sunny,345.6,11.76,147.5,62.9,5,Severe
24.1,Stormy,314.5,3.63,3.5,36.5,3,Severe
43.1,Stormy,316.4,13.23,112.9,22.8,4,Severe
23.1,Windy,94.6,14.54,80.1,61.8,1,Severe
34.6,Stormy,392.8,12.19,41.0,39.0,2,Severe
22.9,Windy,420.8,10.52,126.3,79.0,1,Severe
16.7,Cloudy,176.3,13.85,27.7,81.6,3,Severe
20.2,Windy,226.4,10.87,3.0,8.2,1,High
17.6,Rainy,498.7,1.42,13.5,80.8,0,Severe
39.8,Stormy,493.9,9.54,138.8,69.9,2,Severe
37.3,Windy,92.1,9.39,141.4,77.8,4,Severe
15.6,Windy,160.3,12.52,77.7,52.2,5,Severe
31.9,Windy,291.2,1.9,32.0,99.4,5,High
26.8,Rainy,459.0,8.93,21.4,46.2,2,Severe
16.8,Windy,72.7,2.34,139.7,6.0,4,Severe
42.5,Rainy,339.3,3.07,65.1,18.7,2,High
42.1,Rainy,203.6,8.14,9.4,64.9,5,High
30.8,Cloudy,485.9,11.18,77.0,49.9,2,Severe
44.2,Stormy,337.2,0.85,7.1,18.7,4,Severe
17.9,Stormy,297.8,12.0,66.9,94.3,1,Severe
42.4,Rainy,308.8,0.89,51.7,85.2,5,High
30.4,Rainy,369.8,11.22,68.7,91.1,2,High
17.0,Windy,25.8,14.08,15.9,77.6,5,Severe
24.3,Stormy,21.5,14.33,81.0,92.0,4,Severe
37.6,Cloudy,476.9,12.46,147.2,59.6,3,Severe
21.7,Rainy,289.9,1.97,27.9,26.5,3,High
43.5,Sunny,328.2,4.91,113.8,56.2,3,High
21.3,Sunny,364.5,10.13,31.8,85.2,1,High
16.5,Cloudy,56.2,3.21,38.1,17.3,1,Low
37.8,Stormy,398.6,9.26,99.6,42.5,0,Severe
23.0,Rainy,189.4,5.73,110.8,4.7,2,High
40.2,Sunny,189.0,3.57,123.4,13.7,1,Severe
19.5,Cloudy,387.7,11.64,6.7,40.2,4,High
34.5,Stormy,152.8,14.65,32.2,50.1,5,Severe
16.9,Rainy,341.0,7.31,85.9,20.5,4,High
21.3,Windy,439.2,12.86,54.0,46.9,1,Severe
27.1,Sunny,342.2,13.35,95.5,35.0,1,Severe
38.6,Cloudy,326.5,9.88,84.2,48.6,4,High
30.0,Sunny,186.7,0.09,35.3,25.1,3,Medium
30.2,Cloudy,411.4,0.82,119.7,88.4,0,Severe
25.2,Windy,45.3,8.44,133.0,64.8,5,Severe
21.8,Windy,57.2,6.18,54.6,7.3,3,Medium
25.4,Rainy,397.7,4.13,139.7,62.3,5,Severe
30.2,Rainy,303.0,13.9,7.9,12.8,4,Severe
40.3,Stormy,425.6,12.54,148.8,30.0,2,Severe
19.1,Cloudy,309.2,6.79,130.7,27.9,2,Severe
15.0,Windy,25.2,4.58,7.2,74.9,5,Medium
36.2,Rainy,275.8,11.21,60.3,69.0,0,High
17.6,Stormy,170.7,9.94,110.5,75.8,1,Severe
20.1,Cloudy,271.1,2.58,94.4,52.7,4,High
17.2,Cloudy,471.9,9.52,125.0,44.3,0,Severe
19.0,Rainy,204.5,2.03,0.0,31.6,5,Medium
43.0,Rainy,53.1,3.01,7.6,36.4,4,Medium
15.2,Windy,93.0,10.12,17.0,67.8,4,High
42.9,Stormy,410.0,6.37,56.6,66.7,5,Severe
30.8,Cloudy,451.7,10.62,16.5,34.5,1,Severe
35.1,Windy,396.5,4.16,134.2,66.2,1,Severe
19.0,Stormy,102.4,13.39,149.7,94.9,1,Severe
32.0,Stormy,351.7,10.61,18.6,19.7,2,Severe
36.5,Sunny,469.3,14.43,117.2,98.0,2,Severe
28.4,Cloudy,364.6,10.76,84.9,53.2,4,High
23.7,Cloudy,265.3,3.66,116.8,74.9,0,High
28.9,Stormy,356.2,9.53,139.7,20.2,5,Severe
27.5,Rainy,400.2,2.19,38.0,41.5,0,Severe
36.9,Windy,332.4,14.02,6.4,66.8,3,Severe
29.4,Stormy,283.3,11.29,11.3,79.3,0,Severe
33.7,Sunny,128.8,0.37,120.7,82.4,1,Severe
39.2,Rainy,45.6,9.06,57.8,50.7,2,High
32.9,Windy,471.8,6.48,122.3,13.8,4,Severe
23.1,Sunny,33.3,1.13,131.9,94.2,0,Severe
39.9,Rainy,22.7,12.18,49.6,72.9,2,Severe
35.6,Cloudy,179.9,3.94,82.1,76.5,3,High
29.9,Windy,328.9,4.62,70.4,62.3,4,High
20.0,Rainy,328.0,11.72,96.4,73.1,2,High
37.9,Cloudy,357.4,3.41,15.5,68.5,0,High
29.4,Windy,448.3,6.07,56.0,36.4,2,Severe
22.7,Stormy,396.8,14.15,108.6,9.2,3,Severe
15.4,Rainy,304.9,6.35,23.6,77.8,4,High
38.0,Stormy,229.1,5.68,91.3,55.5,1,Severe
28.2,Windy,357.9,8.39,85.0,35.8,3,High
18.0,Cloudy,355.5,3.36,44.2,63.6,4,High
39.0,Sunny,204.6,13.44,92.7,3.3,5,Severe
40.7,Stormy,252.7,13.13,137.3,50.5,2,Severe
30.6,Stormy,423.9,14.9,132.0,82.8,0,Severe
41.9,Sunny,83.7,10.22,84.3,15.7,5,High
41.8,Rainy,196.7,3.79,49.0,2.2,0,Medium
17.7,Cloudy,134.8,4.33,59.6,1.4,1,Medium
18.4,Cloudy,453.4,2.61,106.9,75.9,0,Severe
25.0,Windy,111.9,4.89,73.6,73.3,5,Medium
39.8,Sunny,279.5,10.82,64.5,71.3,1,High
36.7,Windy,387.9,6.26,47.4,90.0,2,High
29.3,Cloudy,85.0,12.18,111.6,74.4,0,Severe
19.7,Rainy,118.0,6.55,129.6,50.1,0,Severe
32.9,Cloudy,95.6,10.36,146.4,77.9,1,Severe
39.4,Stormy,105.2,14.73,133.2,12.3,5,Severe
42.4,Sunny,470.2,12.93,136.2,86.3,0,Severe
22.2,Sunny,334.4,13.88,25.5,5.6,2,Severe
17.0,Windy,180.3,12.91,104.9,68.8,5,Severe
23.2,Rainy,93.1,14.03,100.2,77.4,5,Severe
44.6,Cloudy,411.7,4.87,14.2,25.6,1,Severe
33.3,Rainy,298.2,4.82,93.0,26.3,1,High
24.2,Rainy,330.1,14.46,110.7,42.7,0,Severe
37.9,Rainy,469.1,6.61,31.9,0.5,2,Severe
21.2,Rainy,100.9,14.94,86.7,55.0,5,Severe
28.4,Rainy,385.7,3.31,147.5,46.2,1,Severe
32.6,Cloudy,57.2,3.1,69.0,89.5,5,Medium
41.7,Windy,275.4,6.2,17.3,9.5,0,High
27.6,Sunny,444.2,12.56,99.5,69.0,1,Severe
41.3,Sunny,317.8,9.55,55.1,68.4,2,High
41.2,Cloudy,144.2,12.55,109.9,65.2,2,Severe
40.4,Windy,334.6,1.23,7.0,53.6,4,High
35.8,Cloudy,366.7,1.19,110.6,11.0,0,High
36.0,Windy,247.5,7.93,19.1,26.8,1,Medium
26.3,Stormy,469.6,14.6,25.7,79.1,0,Severe
32.2,Windy,246.6,13.53,35.4,14.1,4,Severe
27.9,Windy,56.1,7.69,140.9,34.3,5,Severe
34.2,Cloudy,442.1,0.93,24.5,68.0,4,Severe
41.0,Rainy,19.7,12.72,42.9,43.9,2,Severe
41.9,Windy,62.5,8.79,6.3,47.1,2,High
42.7,Rainy,128.6,9.1,37.9,19.6,0,High
36.2,Stormy,75.5,10.91,101.9,17.0,0,Severe
44.8,Sunny,336.8,4.04,129.8,85.7,1,Severe
38.0,Windy,390.7,11.99,33.1,9.3,5,High
30.6,Rainy,195.1,11.44,69.0,62.7,4,High
16.2,Cloudy,443.1,3.63,49.0,85.3,5,Severe
19.8,Cloudy,417.0,3.76,3.0,61.6,1,Severe
31.7,Windy,409.1,0.59,15.6,27.6,3,Severe
32.9,Cloudy,361.3,11.6,52.4,33.7,2,High
20.7,Sunny,284.5,1.31,35.3,47.2,1,High
26.3,Cloudy,349.1,4.2,84.2,76.1,2,High
44.7,Windy,53.1,6.92,33.3,6.5,0,Medium
41.6,Stormy,12.2,14.14,27.1,0.8,5,Severe
44.8,Windy,424.3,14.31,129.6,61.8,1,Severe
20.0,Cloudy,449.2,3.11,2.8,35.8,0,Severe
15.8,Rainy,376.1,12.66,117.3,50.1,4,Severe
36.4,Sunny,220.6,0.2,146.0,95.6,1,Severe
25.0,Cloudy,38.8,9.36,56.4,27.4,0,High
22.1,Windy,346.0,10.46,135.8,79.2,2,Severe
23.3,Windy,431.8,14.88,94.1,70.2,0,Severe
38.4,Windy,125.7,2.41,111.9,15.3,5,High
31.9,Cloudy,125.2,12.9,33.2,8.3,2,Severe
16.7,Sunny,337.8,7.5,134.7,79.0,3,Severe
31.8,Stormy,472.3,5.45,56.7,66.1,1,Severe
25.8,Stormy,74.6,4.12,47.7,44.9,2,Severe
30.7,Windy,118.3,2.51,7.5,27.8,4,Medium
26.3,Cloudy,108.6,9.07,93.3,75.2,0,High
27.0,Windy,263.8,7.08,14.0,1.4,5,High
40.6,Sunny,383.0,5.06,44.0,66.2,5,High
20.3,Windy,83.2,3.07,108.2,1.6,4,High
